ID,书名,密码,链接
6187,《新世纪中国考古新发现(2001-2010)》,百度网盘密码：mm86     ,"{'百度网盘': 'http://pan.baidu.com/s/1nv0fyAH', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_25BB888CB3464989DDF88CE0663CB78A2C11167E94CED05645E54E086B6193A2DECA1DF140CC1C2A19113849879E54C2F4DEDD67756902070243FD3947BCA6356229B7EEC33F5577A646F8FA4F5BE3234A119DD7703EF086CCE686508A6DA8E6AE19E72116E2257120804DAB557D2249C72A940040E146D6609C60B11D8B93055A97C53A', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_737810B1439CB1148BA17E603E31AC9668DEA2746B4A72697B3BD80C76E09267F5BB40D8F599518A9CA05C3866224C35A88FDC66323DBEA3F55C9085D810519AF6E166C85A82162EA245DB25F59471F042A7A63E13B3F1110129E2DC2374FEB760B47014AB2C6F5B83D159DCFBCCF3A7D45430E3293DB1826732030FBCCE0B3FCAA6E05C', None: 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_54F09E1C019179868A59E44E0CA40B1067AD428F3BE843D7EEEA2830BCC04E036E9BC334B91CFF1E01A317299A17608B5C1BAB62A8B85003DA09F229F3B5853C8B6E0D7A3E006F69E413A5DEEF6556106C208DD9DAA38386DE2C460A7A633E5F09CDBDB997E4867358B249C54D0CC34E1081FCBFE29C1A1605A750F0EB4591F20B30878E'}"
125,银河帝国1-12全集下载+神们自己+永恒的终结,百度网盘密码：62x5     ,{'百度网盘': 'http://pan.baidu.com/s/1jINKF1G'}
10585,《我们如何思维》,百度网盘密码：fqe6     ,"{'百度网盘': 'http://pan.baidu.com/s/1nv2nkYd', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499087414443&sk=98A6737B325C52C84D55218BF66D57AA&ufi=2141721365526697&token=cloud15&sig=oEUnkflWk5mKMi7YJeW0UHW3XP8%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499087414357&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=6141711346793378&token=cloud4&sig=TKMgA5M0WS8fdySNAocJXynRiGw%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499087414469&sk=6065D28083473231C78F3884E226D7DC&ufi=6141711346793371&token=cloud16&sig=VVAB2nsntAA7eHj0rbiG%2BjBiIL4%3D'}"
369,《沉默的大多数》,百度网盘密码：8cru     ,{'百度网盘': 'http://pan.baidu.com/s/1eSDJ77W'}
328,自控力,百度网盘密码：dvaj     ,{'百度网盘': 'http://pan.baidu.com/s/1eRRG2lG'}
3477,《玫瑰的秘密》,百度网盘密码：m7fa     ,{'百度网盘': 'http://pan.baidu.com/s/1nvk2PQD'}
3552,《火车上的女孩》,百度网盘密码：rxtt     ,{'百度网盘': 'https://pan.baidu.com/s/1kUEIV9H'}
3152,《魔戒三部曲》,百度网盘密码：t2jk     ,{'百度网盘': 'http://pan.baidu.com/s/1c23bF7i'}
953,《蒋介石评传》,百度网盘密码：i928     ,{'百度网盘': 'http://pan.baidu.com/s/1mipR9Du'}
16763,《凡人哲学》,百度网盘密码：3z16     天翼云盘密码：5192,"{'百度网盘': 'http://pan.baidu.com/s/1c2mxHi4', None: 'http://cloud.189.cn/t/YRn2QvviQVbi'}"
992,《灭运图录》【全本】,百度网盘密码：ms73     ,{'百度网盘': 'http://pan.baidu.com/s/1pLD2kIZ'}
864,《王朝之剑》【全本】,百度网盘密码：u7j6     ,{'百度网盘': 'http://pan.baidu.com/s/1jIpp0Aa'}
967,《知乎一小时 深度短时阅读（第三季）》套装共八册,百度网盘密码：8y95     ,{'百度网盘': 'http://pan.baidu.com/s/1eSNnRn8'}
2557,《不可不知的世界5000年:灾难记录+可怕巧合+神奇现象(套装共3册)》,百度网盘密码：8xbt     ,{'百度网盘': 'https://pan.baidu.com/s/1miMx8Qc'}
560,《百家讲坛七周年限量珍藏版》,百度网盘密码：huhp     ,{'百度网盘': 'http://pan.baidu.com/s/1hswKGh2'}
2602,《月色撩人》,百度网盘密码：tzzn     ,{'百度网盘': 'http://pan.baidu.com/s/1pLjHKKz'}
2012,《这个历史挺靠谱:袁腾飞讲历史(套装共3册)》,百度网盘密码：g1wr     ,{'百度网盘': 'http://pan.baidu.com/s/1o7R2uds'}
884,《凡尔纳科幻经典》(插图版·全译本)(套装共11册) ,百度网盘密码：xdcr     ,{'百度网盘': 'https://pan.baidu.com/s/1nuEDQSp'}
5220,《国内名人传记丛书（套装6册）》,百度网盘密码：592y     ,{'百度网盘': 'http://pan.baidu.com/s/1dEJbkIX'}
638,《百年中国侦探小说精选》,百度网盘密码：2t7n     ,{'百度网盘': 'http://pan.baidu.com/s/1nvAhMQl'}
837,《醉枕江山》【全本】,百度网盘密码：3q78     ,{'百度网盘': 'http://pan.baidu.com/s/1dEVgMu1'}
6105,《罗马灭亡后的地中海世界》,百度网盘密码：2ral     天翼云盘密码：0553,"{'百度网盘': 'http://pan.baidu.com/s/1bo8WZdP', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_1AD2852BF4B9021CD76D4CCAC7AB9905135FB2603FA9BB93C8A227A610F1C7B46EF32837043B9A6C36780BB9D62A35EC2FA0226892F15EAF09FD6B98829A9383C73DC3754100514B229AE702608C0506ABB98635F146C134E858090DAF5D20D8C6A1460E7A87775E75A2BC1EB889AA3BDD1A087353F92331243638B1F2D9FD0FE32A01D9', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_FFA78D3043B8254D1ED9FF2C0430AD799CD4898A0549BD49AF049154F53DF1783162542B3CA00382FFE456FC14C1EB8CFAC620EF305BD65A68366E98AA958644ED2128504C9B21501BAAF78115B80B62BB0F74C00F6259388654670623A411814EF8EA239A045E54C749302845DFAD5731913A505D77A03FC0B3728C55C1D548A902AFF8', None: 'http://cloud.189.cn/t/rA3eY3U7VvIb'}"
871,《幸福的另一种含义》【法】马克·李维,百度网盘密码：b9e9     ,{'百度网盘': 'http://pan.baidu.com/s/1jInT88I'}
74,kindle人精品资源区31-40打包下载,百度网盘密码：aqjw     ,{'百度网盘': 'http://pan.baidu.com/s/1jINK8CI'}
5468,《幻觉》,百度网盘密码：7wbj     ,"{'百度网盘': 'http://pan.baidu.com/s/1qYwAFGo', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_F9FCE3EBE4D7C8D9526BAFA95C71CEFFFD4FD6DFAC4856FB0384F7D9615F2894300A8BEFC555E916444C23C394202D6EA8463300592893558324A08B9CAC007F551CB1A55811F07786129F932138044A2CBAFA233D98A6D8BF47EAA0F3E647D843D94A380892D065A7AEAF1A46EF40C4DF189A508A6AAFF27BF4EE8EB3A501A62CF921CA', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_282AEFE9661E652653128113025A318C71B404EC4127ACE2DA68B4C56D0BA027FB98D0A842DE59AFE49D3E9DEFAE7AEEED645CDE6C268B47DFE407E0DC9CB5E04D0C17B3330DEE17B617101F8D27B7D4E77E448CE37BD7A9EA8029A9F715D6EA8DE2D878EA71EA90DACB508A799737D0D47900856C2F2CB3439C18F5F894DF38B51ECE6D', None: 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_A1D277629944B4CC305D6B771428EADAD68CEE7291568676FFEB0A0EC1A3598A375806155932AF1B26C106926AD04D9DF50BAB833797ECC9883781E2088EE4AAD46196F5CA7987620FBC3707BADE5C66F7084340E97F1BC47A57BB1EFC07B18A821DE0391C9820817901860D5F4C7E59640985A40A3D73AE00E7F98F620DAD158F475419'}"
2347,《奥尔罕·帕慕克作品四本（白色城堡、纯真博物馆、黑书、我的名字叫红）》,百度网盘密码：4gc2     ,{'百度网盘': 'http://pan.baidu.com/s/1c2HnYu8'}
7173,《弑君者传奇三部曲（第一日）：风之名》,百度网盘密码：k539     天翼云盘密码：2564,"{'百度网盘': 'http://pan.baidu.com/s/1kUMVBb5', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_61D10F592613A95F7343DF51067409D257D79F2A3F401CDD58F3BC2C07FDFC7061A4DECDAD2BF481B54FFAABAE45F7E9548287B2D35AF5AB5194BAE6A0F3A6554329AC7F2D512EFA83E03F745D51CFD0853976C1F53FD0CE2413E85371726EF276CF2A61C912DC664424A9556F19653E5EC202F13B0BD7560BD09140D99272EECB741C7D', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_452A39A41367009E13A419F7EF481A3C73BC0F709F4CC5BF1EB0B2DE26A00D74038617AB5B9C604BBB74D6077C7EA34C3CD1AEE98A17ADBBE38B66FBC1468D272FB816151890F6E9EE3799F4A1D06A3B895D7638307AE796E5A1F1D44A08F0A348F6E31C7F71D201D197ED7E8EFE2BD5778EBDAC56D77B89D84EFF6D4690568510205B7E', None: 'http://cloud.189.cn/t/qqmMNjBzeq2e'}"
7431,《南派三叔作品集（合集套装共15册）》,百度网盘密码：ya24     天翼云盘密码：8779,"{'百度网盘': 'http://pan.baidu.com/s/1sllMhPF', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_1821F5993DD728FE37DDB2D780D9D1D591A4993AC6DAACFD978976697FFF6E7DDAECB4EAB5DA85E0BB3265841DB053B9862A28F56166DAE5DE64EED16ACD64C2504FD497A3CF1CA9C4BC2F3EA51411B0F113AA13385C5448DB544229824F7C1C9037CFA9EAE6A87075E0E9E85053C70320DC99E593D656175588748955AEFE47A9371EA5', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_FE050F931EBA45FEE161293B2CFF02646DBCC2C630C471BA124D02E4BA7BD03F4D674E98DD1F3BEECBF4DAF82DFE802727ECD24B78AF5FA599E158336999464E50996ACC4A32E0A02006695A59296AB1831005BA17E2FF135C1B69D21024D6E8D63E26A0F82D647F56E8FEF5430DB65E445E89CABDA3F4AE55B1B3C4D11B8BE6D1F5F3C1', None: 'http://cloud.189.cn/t/biymQjamANZv'}"
248,《安珀志》系列（1-10册全集） (读客全球顶级畅销小说文库),百度网盘密码：7vdv     ,{'百度网盘': 'http://pan.baidu.com/s/1hrXbYeg'}
998,《暗杀1905》（全三册）,百度网盘密码：xgix     ,{'百度网盘': 'http://pan.baidu.com/s/1i4H1TGD'}
130,商务印书馆汉译世界名著 历史·地理类 93本,百度网盘密码：72f5     ,{'百度网盘': 'http://pan.baidu.com/s/1o8an45G'}
9697,《悉达多》,百度网盘密码：fxwt     ,"{'百度网盘': 'http://pan.baidu.com/s/1eR799PC', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498923488337&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=2152611320942709&token=cloud4&sig=s1z%2FpmKrj1HeqoGhMcirW3PecrU%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498923488327&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=2152611320942716&token=cloud4&sig=JhxSWE9WQ9u3rKz3dduhR7WigaM%3D'}"
4924,《渡边淳一作品精选集(数字首发 七册套装 )》,百度网盘密码：hl4h     360网盘密码：07c1     ,{'百度网盘': 'http://pan.baidu.com/s/1o8xtUNS'}
7098,《复活节游行》,百度网盘密码：l4kr     天翼云盘密码：6545,"{'百度网盘': 'http://pan.baidu.com/s/1slrRpvv', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_2E9EBF775B2842D8DC6675EC3D7B9ED2E7288778419BC626344C07C0A87CBFCD3D52C9C5032CF565B9367123E7F01A54804A3B3355666199D2375709B7B3868F565A5CFE9E4D7161255154973D1E1A674AD0682E4F2832B5E3E652BFEC95FEA0CC45570642204B24D289B6496B2238509E4EB07B643221E3760DD5ACEC466565428E76D4', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_A051A8A7B9CBFD7DE4ADE27B26E980E3D12B0140F1CEE3508B4ACF0F0F7C22050657F6CCAC96CCF31C34C2FBD8C3F34758DC0B99D9C704CAA550FFE65287EC1407387C0DD72B6C367BCBFB1AE42E1E951DDF083148757446238C459850F63B191FC7B1A04B32CDC6D651F84D4E904373C1DBBCF1557E98060DB1852366748B1D330DAB36', None: 'http://cloud.189.cn/t/ZjYNVjAnaUVr'}"
740,《武道狂之诗》,百度网盘密码：5864     ,{'百度网盘': 'http://pan.baidu.com/s/1eSpx7ay'}
939,《星空王座》【全本】,百度网盘密码：ddwg     ,{'百度网盘': 'http://pan.baidu.com/s/1boDAlNx'}
4665,《书虫·牛津英汉双语读物(第5级)（套装共8本）》,百度网盘密码：e3ub     360网盘密码：73bb     ,{'百度网盘': 'http://pan.baidu.com/s/1o8nknRs'}
1746,《很纯很暧昧》,百度网盘密码：5jdo     ,{'百度网盘': 'http://pan.baidu.com/s/1nv0tn0d'}
850,《明朝伪君子》【全本】,百度网盘密码：kgg5     ,{'百度网盘': 'http://pan.baidu.com/s/1nvzYDBF'}
141,商务印书馆汉译世界名著 经济类 109本下载,百度网盘密码：dtfr     ,{'百度网盘': 'http://pan.baidu.com/s/1gf8rKbT'}
1550,《丘吉尔世界大战丛书》,百度网盘密码：skby     ,{'百度网盘': 'http://pan.baidu.com/s/1eSsM5fs'}
544,《巨人的陨落》,百度网盘密码：mc2h     ,{'百度网盘': 'http://pan.baidu.com/s/1jH5TLFS'}
2649,《罗念生全集:罗念生全集(增订典藏版)》,百度网盘密码：apze     ,{'百度网盘': 'http://pan.baidu.com/s/1hskCi7i'}
519,《大江东去》全3册,百度网盘密码：cf2t     360网盘密码：70f5     ,{'百度网盘': 'http://pan.baidu.com/s/1cgbRqe'}
6156,《阎连科长篇小说合集（套装共5本）》,百度网盘密码：65p1     天翼云盘密码：9218,"{'百度网盘': 'http://pan.baidu.com/s/1nu5UKTb', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_304DA54D3A50C40861A5F1C534321E24BA2CFBA570F036421B99CE461DB18B6BA0ECF1F4B2F35AF50C8AF3BD20D13EB925F07EAA2F777807D316C1B73842E0FF8518E8867A7E9101876716C75F404B8C81DFA14B7A73B086F74A8C368D2A3112665CC31D24AA24B48C8493938CB4B99010332B02CABE58EF306EEDD0760C8FCDA13ABC98', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_7E72CF7B06D4FD784C98A7A421CAF56A0FA3ED4AACCD6426DCCC43FEF5C4C60E882525814E87405FC755B38B4A80C4EF14C48220994A804818053FB7509A066322AEDE83522399B391129C87E08BD64D72491F29E2026C638EFB0A7C2F2345AD993A2ECEF70637AFC31DC163E17A84C39B55D7556C3482B277286FD68EAC1CBF3986DAEF', None: 'http://cloud.189.cn/t/NnEbEvF3MFba'}"
2916,《唐浩明晚清三部曲：曾国藩、张之洞、杨度》,百度网盘密码：je9i     ,{'百度网盘': 'http://pan.baidu.com/s/1mhCEn4O'}
1213,《大漠谣》,百度网盘密码：xrv7     ,{'百度网盘': 'http://pan.baidu.com/s/1o7EAmpk'}
2029,《心外传奇》,百度网盘密码：vaic     ,{'百度网盘': 'http://pan.baidu.com/s/1qYnIUGs'}
5273,《马鸣风萧萧（上+下）》,百度网盘密码：zeb5     ,"{'百度网盘': 'http://pan.baidu.com/s/1c5Qvfw', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_57663C3CD3725EBB1D724A5B66E749DD6D2402386D4A0585C78D579C136F742AB57CD13F581D241D820A69BA4D40F84C4ACB9E3750FE928B273B98B60A3EFF74C7185610D609179E5C276D15EB717D5FDE9AFBCB7BCAD51EDFA6A5087551A01FFAA38A9175A6AD8173F14AB679B90AD4548D80DCAD074A2B1F2D1A725B12F9A9642EFBF3', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_7A35C60A8466AF18D58F294C1C74395250D605A5119EA3F3F71C74B70BB61AD4E6F4BDE6079016034CFA8A0154595FFC87CD8DABACBABCAFF5DE46A18AB8FF380D1FE91C91B42AFC2B801C27A04511E8A77AC354B10A7291DE7D1D691E0C64A0FB32B16BE9D2CF53551F546801058EDDCDCD7BB0FC5E96E85C107541BB06D71651E760AE', None: 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_FEA035AF0701A5D62FEE503CCE4D36C622A3FD64DAD7B06170002C0C81A3D8F01A3C6F7C9E96CE985C4E094413F15E00718FFDD8DE8E0673CD4247061857FA7C666571D39F8555E741C52B5A14E8616CC6E41058ED2500041AB139CDD523D4E2D25F45FB9CD9989EDF3565C2989F52179EE174B0D355F1C7E914050252F7811F3B00156A'}"
6752,《胚胎奇谭》,百度网盘密码：ybcm     天翼云盘密码：0999,"{'百度网盘': 'http://pan.baidu.com/s/1mhQqAz2', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_4A396494F3440B1C3A04097D638B14A562643A73595A3A302AC0D3AAA09203E18FC39A10C91435DBB5AAFF48A1686EE37B66AA5CCC724B3F3F2C9644738F0BCD6B17616CC5934E88696BF46C99B41FAF96ABE1B6C4D1F508520A3C4B2B2D81E8D1EF5AEEAD1F119EDD9747162258B7FE824B95DEBDD62D699EA1118A16F6C3446701DD23', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_9ED1A0F081D040E0439D044C35510651E0FF169C661423B6BF44DDFA68A410C661C128222F9DDB6F24DC64DD22770D8F5E076BE9CFDDD02167C6A405A7EFB3AC0445A6A924997C9312D60C4499734A05706FEEE999795449E02C618587579D490336658EFFDB2438A387942C01E99005F4E85F5BD1DB80F869B410F1AF1B8F06A72AC6AD', None: 'http://cloud.189.cn/t/vMjA7zRvuQNv'}"
773,沐轶《纳妾记》【全本】,百度网盘密码：tk4k     ,{'百度网盘': 'http://pan.baidu.com/s/1c2sPxGs'}
6120,《国学常识·国学经典·国学精粹一本通》,百度网盘密码：4yhw     天翼云盘密码：3477,"{'百度网盘': 'http://pan.baidu.com/s/1sl0DhNZ', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_F7BC7ABF0A9F321004F3690A6FDB26855CB904C33B2D8D220888559F81FA0E14CBFCE5956BBC9E37529B58F176C3612CACA6BD92AFFBA248DB18DAF419E73D017D8B408281CB1C42187B582BA6ACDCBB26DB92EC91AB6F46B892B15B9FD0E30E01A9081ACFA2A992A2FB90E3C459500B38912E50270F54A49B42D2D04CA8CF13D0F8CCFB', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_ADFDF8B511B05C7F239623A21A2C06FE6DF55AA8741E6CBB858A076733A745A902DA6E802C8ACA44D3C1D1EF37D991AD57ABEC24CCA6A3B07BF99837B3C32CEB231376D9DAD7BB937F1F9F1D95E51100FCD0FEC59D25ECECFEAD64A0F1BFB0221C9862CDD079E7B39869D79BC99427A677536BFFC5B8DE6A35276AE9AC539F1957BCD8D2', None: 'http://cloud.189.cn/t/QNjUveABNvqi'}"
1997,《雾都孤儿》,百度网盘密码：3k4a     ,{'百度网盘': 'http://pan.baidu.com/s/1c2r5ixi'}
2945,《徐志摩全集(1-6)(套装共6册) 》,百度网盘密码：密码: kdus     ,{'百度网盘': 'https://pan.baidu.com/s/1bpgIMNP'}
1123,《马踏天下》,百度网盘密码：ugdd     ,{'百度网盘': 'http://pan.baidu.com/s/1bpv9XV5'}
2213,《地中海史诗三部曲之三：财富之城·威尼斯海洋霸权》,百度网盘密码：aikh     ,{'百度网盘': 'http://pan.baidu.com/s/1i4KRhOx'}
3581,《24个比利》,百度网盘密码：13cc     ,{'百度网盘': 'http://pan.baidu.com/s/1skC4P8D'}
502,《丹·布朗经典作品集》五部,百度网盘密码：cbh9     ,{'百度网盘': 'http://pan.baidu.com/s/1qXBNhnu'}
300,《世界悬疑经典小说大全集》,百度网盘密码：84rj     ,{'百度网盘': 'http://pan.baidu.com/s/1pL6FB55'}
2965,《波吉亚家族》,百度网盘密码：k1v5     ,{'百度网盘': 'https://pan.baidu.com/s/1qY0Bi6w'}
1970,《佣兵天下》,百度网盘密码：12gy     ,{'百度网盘': 'http://pan.baidu.com/s/1nvIrf1B'}
3400,《走近费曼丛书（套装共6册）》,百度网盘密码：d0e9     ,{'百度网盘': 'http://pan.baidu.com/s/1geVfVPp'}
1838,《余华长篇小说四本》,百度网盘密码：t8d7     ,"{'百度网盘': 'http://pan.baidu.com/s/1qYfSdo4', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500285173249&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=1147111750132989&token=cloud3&sig=%2FfWFNtS87lZnT%2BfkLzaQgXJLEiQ%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500285173273&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=8149121457021663&token=cloud4&sig=OcqlmUsOAYI4Yb0GGZWV%2Foa45%2Fk%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500285173264&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=7152221452522723&token=cloud4&sig=haEFv6TrdjZQ87dUqCfVfQyzihY%3D'}"
905,《和空姐同居的日子》【全本Ⅰ+Ⅱ】,百度网盘密码：cthh     360网盘密码：cbe7     ,{'百度网盘': 'http://pan.baidu.com/s/1kV96r2J'}
919,《翻译官》,百度网盘密码：jfhk     ,{'百度网盘': 'http://pan.baidu.com/s/1bpJqgR9'}
3442,《春醪集:“五四”最美的散文》,百度网盘密码：ldc1     ,{'百度网盘': 'http://pan.baidu.com/s/1pL8fr3H'}
214,本草纲目(白话手绘彩图典藏本)  -,百度网盘密码： pamk     ,{'百度网盘': 'http://pan.baidu.com/s/1pLpeEb5'}
6141,《知日！知日！这次彻底了解日本（套装共4册）》,百度网盘密码：ii1k     ,"{'百度网盘': 'http://pan.baidu.com/s/1bpuuhoN', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_E549C524551F7E03E5CC8773F5959E12181893EBB61F17C408141AE9B657101FA1794B96AB2CD420C1D1D2F89E96AA4BA50D9EE76DB7B3BFB01B3A1974A611C1CB7B28FA3D2AA7D31AE2BDE14A021A6CFBC02AD9626A583B6B5244D97D897D19A0EB2E1849C721E087830384573550691949CB1CCFB3122F589F935DD39F59DA4976D6F0', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_42A3D5381CBCE7C55898642A0879270A118B023A52E9E52EE7977A3E6956C7039E5BAB2B3AF0AE3BD77A07E45E6529159039E9AF6191CCB32DE78D2204367C1F3712C78A2BA94F1D5F7C51A9B38DE9633EA775F0C8575269945CF394C98A94E284AC3815CC4D3E9193EB19938C56CDA5E7B99F80F1C0A8EF2781E6B13E1AAADBD795F5D8', None: 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_EBF342AB49BA06C2973F1F9E1A15429A9CAF2C925622B7B82B0A2CA95CDDA77B767C4B4EEA80E2F2770B8BE6B7321C286271CE89E45FE87050D26C4FB8463B7E0A5A2D8707A117E884070B02BBB83AE53FAD9EC5C2F2089F70BEB50081FFFD83D162A77F3FB91BFBA45A4F5BA6AB4B47465DE4F5AD9CFD979DBFF677DDBC59AE5CCDE37B'}"
2721,《帝王师:刘伯温》,百度网盘密码：cnsu     ,{'百度网盘': 'http://pan.baidu.com/s/1nuZCHWP'}
1466,《暗黑神探》,百度网盘密码：362a     ,{'百度网盘': 'http://pan.baidu.com/s/1qXTz8eS'}
3521,《大江东去:经典收藏版全三册》,百度网盘密码：hc29     ,{'百度网盘': 'http://pan.baidu.com/s/1o7ECKky'}
2263,《明朝的拐点:永乐皇帝和他的子孙(套装共2册)》,百度网盘密码：x5gx     ,{'百度网盘': 'http://pan.baidu.com/s/1gfPpp2V'}
7055,《笑忘录》,百度网盘密码：v1mc     天翼云盘密码：9690,"{'百度网盘': 'http://pan.baidu.com/s/1mi8q11u', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_8E574CA76F9569C6948AA61F619F245B9DA5E29F7263ADE76B057FFB5DC1F512B9B5B89FB0553D76F3F790EC05FD1A4252F10E1E52793186F2BE7A585EE267EF38DABFEA8DE4B9735F177030D1F75935C87E45004371CE871071C8B7E7C02A051E452817AA36C8768314F19041B1E3C4DBA5E6793513E6CD941BA3AA865CFC7FC67F88D2', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_0094AACA68C1E8FE530F5BFA050BB174074AF4AB709F6DA9EE087A7F48AA4A382769664E62D453A0DB8172213352EFBE547D31363E0EB4BE3EFD0CBF3E01828FC93C6AE74704E9BCF9D612AD3A3B0152DE4CDF2AD713E623743CDE8BBAB05F19D48ADB7C3A18F69401030A37A602C12574EE8C3B0213393C1AD0C9188D9B2501D857C9E4', None: 'http://cloud.189.cn/t/vmiyMjEZrqeq'}"
7444,《生命的追问》,百度网盘密码：s7wu     天翼云盘密码：7857,"{'百度网盘': 'http://pan.baidu.com/s/1hsC2StA', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_53C02B7794934E0EEE5D6842F6A612EDA4031D289BAAA0AA9E11A546149ABA3BCBB7458D5E22328F2F90DBE889F6EBAE2B1A8E60C5290E624D7DAAFF6F96349C2DA739E88AA173281CE70F9438EA5393BD9DC386B4C7E4D510C9E07089EADBFC158F68BFA04AB48EA0E0E87E9AF7C76975D45D5946AB7A6E6D3AEFDA7369CA02B245A310', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_30FECD17D47330104DC06A00014835B77CDDFD7BC66EE9458E68C9C8DB11F030370E55AEBB1A4869B4E85BF7D934F6FE4B2921BAE43C49A67188E092F24D5B7DC0CEE357B4AB994BFFDBEE26237C2853D591426DF9A5464C541E513C0883FF5DEDDF996CF7A367013A1B90257BAC3CF89D04C73D856D88D9D8D645F74D02166A279EE05D', None: 'http://cloud.189.cn/t/6Fjmei2MnIbq'}"
5548,《反乌托邦三部曲（1984+美妙的新世界+我们）》,百度网盘密码：2s36     ,"{'百度网盘': 'http://pan.baidu.com/s/1qY4mBKw', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499599123418&sk=6065D28083473231C78F3884E226D7DC&ufi=8149821318462673&token=cloud16&sig=lFNJiwaTOLkC6R7f%2BcsUKQMQjKg%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499599123432&sk=24578ED11A6242943B095C80BF002EEF&ufi=8154321318450689&token=cloud14&sig=zyAzANUFyDw3XpBEa5UTZtp5kqk%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499599123412&sk=98A6737B325C52C84D55218BF66D57AA&ufi=7149021313861074&token=cloud15&sig=V9MKwJSTuJJbdaSkCBN9v1%2F5FZM%3D'}"
