ID,书名,密码,Pass,链接
15852,《夭折》,百度网盘密码：54f2     天翼云盘密码：6244,"{'百度网盘密码': '54f2', '天翼云盘密码': '6244'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/JjmAnaRrArAj', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23173047-11f4f6/', '百度网盘': 'http://pan.baidu.com/s/1jIgeUb0'}"
16932,《关河五十州畅销历史军事文系（套装共6册）》,百度网盘密码：fmcm     天翼云盘密码：7905,"{'百度网盘密码': 'fmcm', '天翼云盘密码': '7905'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/jmaUjaMN7RBj', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23818843-9c2fd1/', '百度网盘': 'http://pan.baidu.com/s/1boUjgVP'}"
16015,《饮马流花河》,百度网盘密码：8q61     天翼云盘密码：2653,"{'百度网盘密码': '8q61', '天翼云盘密码': '2653'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/iaQRbyqQVBfy', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23291459-dabba7/', '百度网盘': 'http://pan.baidu.com/s/1kUTRLfp'}"
10536,《基督教的本质》,百度网盘密码：qj8y     ,{'百度网盘密码': 'qj8y'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498913221982&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=6151211344846813&token=cloud4&sig=FFNAzRF0Kqs4eIWkdr2uVQhp6qk%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498913221961&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=1151221661500480&token=cloud3&sig=Bi0WlV0QkcpD6zPTOo4fp%2FOXQP4%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498913221975&sk=98A6737B325C52C84D55218BF66D57AA&ufi=8149121366817032&token=cloud15&sig=Jqb90rtOf7ny9coS7oa8VtmAHsw%3D', '百度网盘': 'http://pan.baidu.com/s/1gfqogcb'}"
8830,《S.A.阿列克谢耶维奇作品集（套装共5部）》,百度网盘密码：734p     天翼云盘密码：6675,"{'百度网盘密码': '734p', '天翼云盘密码': '6675'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/bQjuqibiqyue', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_D39285090AB746CED42F63F474FB757545F90139D95107251073393C5880653335A318E8823718F6316FFCF862A4CA8853C195B175CF32B3D256CD4C76E1EDA6F286A55D70AE0F42E45D04225D6A6527AC1DB4000CC75EC71CA218A8B1F5F203D6298989DD87B64579CED47CEA4AC5F726BB6FEC1EBE25CF8C4031C4045FBD86D3C1FD36', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_58FEDD22B76A19DA2D907DF84C720EBB47FDA7EC7117FCB975E408BD2542E795C48176251F50F5FD88EC617CA709B7AD249B070FB77611340B23EC00ECD68D34F0497250776BCB6573A6A95237A51333410C2DC2E0C96774811A5957644341ECA94C064F850426A016C895EB757B33C6E574A883630ADFF9C6B319D7B50474B8A8CA6020', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_85B05612558C2ED60B8E4E4F3EFBFD6343724CC0CB3E751DEBBE3EF1CF1DE9B22EAA54B69233DA9744F1F7B1A79F8D0F5DBE0ED81191AFE66E890643BE1D3785D948E4CDBEC1A387840409288734E366156B05082DF042B2B0C613AF9C293AD514FA0359FB8F81E9ED9246D82C70CED24C6FBAB56E23982544F55E8FD9A88D5DEAEF1648', '百度网盘': 'http://pan.baidu.com/s/1kUGRLnp'}"
14909,《美国世界秩序的终结》,百度网盘密码：3lta     ,{'百度网盘密码': '3lta'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22946490-2e13f8/', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499769279725&sk=24578ED11A6242943B095C80BF002EEF&ufi=7149821577929140&token=cloud14&sig=KernerxOf79i0PyYrdzDwFLE44w%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499769279707&sk=98A6737B325C52C84D55218BF66D57AA&ufi=7149821577929242&token=cloud15&sig=39u%2FnPTm5IWuIEVzXS%2FU5y4R43Q%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499769279717&sk=98A6737B325C52C84D55218BF66D57AA&ufi=5152221584941709&token=cloud15&sig=rQ8GR6nlVUDyAy1KnqCNpj8WRPM%3D', '百度网盘': 'http://pan.baidu.com/s/1i5wuUmL'}"
7043,《哲学研究》,百度网盘密码：xjvy     天翼云盘密码：1119,"{'百度网盘密码': 'xjvy', '天翼云盘密码': '1119'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/N3uuaieiiqyi', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_65B0787B741BE40278FFB1593EB7297810CE41DCB356DBDEC522BC697E85E99C139CA75DFD6A644C105DDDBC24E78ABF24A889F8B226DDEEB4ED5E26F9699E49C4B27C0756A0F43F24734284E0E618165BC237B1035DE736BDE5B1C2A3BA3C531E1D80D185D3A1FB70B05E6777CD1A350703FE6DCC164EC5072B1D483C44373F3A9D69BC', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_4E01B36527963B93C368E8E0028DF9FC44BD25C7C76BC56B8BCAD6409FD55A0EDBA43FA3324F26CA70AEA2C2631F1F23A5C14193582521242F12E972820CD11DF04CEDC4DAFC44647ABC88BBC2095A18E61F99745B78AA81E897B2B650A68437AC83FE5F0ECB125DCE8C0D1CC0AB992D03014745A28B3D7B1A560D20110FB51D9077ED65', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_81FE61A43C3ECD0212BAF40357B33A41494636DABF0A1A41428694C6ED576C5CD84F558DBA9A589F2BFCE445A424CAB2DD586BE4C9138AA76E0A9748108E7B96C354DD6ED95B7E52E44002A4DB789915461B9136DC9984F80A445B4444ADB64981249DB50B2891CACF9F9A8D4AC214E4234AAF3344823806BA5233344AC3E6B98BC073B6', '百度网盘': 'http://pan.baidu.com/s/1eRYASlc'}"
8563,《括苍山恩仇记（全5册）》,百度网盘密码：xl1i     天翼云盘密码：2800,"{'百度网盘密码': 'xl1i', '天翼云盘密码': '2800'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/AvmimyvI3qqq', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22976238-51db78/', '百度网盘': 'http://pan.baidu.com/s/1nuS2rtZ'}"
12276,《名著名译丛书·第一辑（中亚，全10本）》,百度网盘密码：556s     ,{'百度网盘密码': '556s'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500381839209&sk=24578ED11A6242943B095C80BF002EEF&ufi=8149121456589719&token=cloud14&sig=JE4TcieeMnypEJehwuvoJdNfQ4U%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500381839189&sk=6065D28083473231C78F3884E226D7DC&ufi=8149821456600269&token=cloud16&sig=YBj0aX9SoJx9wGBOyRsHfHb7Iwo%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500381839197&sk=98A6737B325C52C84D55218BF66D57AA&ufi=2154321452378539&token=cloud15&sig=UVkX5PUtrGP1caciJRCxt4VXgNM%3D', '百度网盘': 'http://pan.baidu.com/s/1slqCoDB'}"
15801,《伪人2075·意识重组》,百度网盘密码：buop     天翼云盘密码：5499,"{'百度网盘密码': 'buop', '天翼云盘密码': '5499'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/QZFRFnQVf2Yz', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23146503-b83135/', '百度网盘': 'http://pan.baidu.com/s/1gfmW8t9'}"
10170,《世界微尘里》,百度网盘密码：r4hk     ,{'百度网盘密码': 'r4hk'},"{'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498485264049&sk=24578ED11A6242943B095C80BF002EEF&ufi=2141711342467688&token=cloud14&sig=7ExqvP5zjmqOEtMcAR4l0BHQIKo%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498485264056&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=7141721343035473&token=cloud3&sig=cUQLoD54orei2PR2OIION%2B1kwJs%3D', '百度网盘': 'http://pan.baidu.com/s/1bpDwobX'}"
7907,《问中医几度秋凉》,百度网盘密码：tj7o     ,{'百度网盘密码': 'tj7o'},{'百度网盘': 'http://pan.baidu.com/s/1slwCjnv'}
11695,《提嘉娜》,百度网盘密码：t2q8     ,{'百度网盘密码': 't2q8'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499198091202&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=7149021424710150&token=cloud4&sig=u%2B%2FbyeYgX3mrw3N%2BJ2OFZhqF%2Boc%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499198091186&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=1149821722611101&token=cloud3&sig=3aFyvRdOXSnNnEZOX8Ik3Z17q1E%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499198091227&sk=24578ED11A6242943B095C80BF002EEF&ufi=4149121421182095&token=cloud14&sig=mQsYyAXkJDtbJplyvq%2BoEHaUtiA%3D', '百度网盘': 'http://pan.baidu.com/s/1c2GKv9u'}"
7452,《我和厄尔以及将死的女孩》,百度网盘密码：p5zd     天翼云盘密码：3836,"{'百度网盘密码': 'p5zd', '天翼云盘密码': '3836'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/i2mU3eYr2Ufi', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_340736432BD0F15205DABAFDBD29ECBCCC50A3262FF3CB6667B4E2D2F070E637EA49AD732E805C5E0A8BB1A13A9B6C919E404F8F5D2A26AF2A02103021F891B16518857F4FD471F4E69E1B339FCA92DB78A66D08E3303E4FA31071D30DB1FBA9D5BD4627684B905EECB770FEE48519CA3B6CB93DC01B59C8DED7AD941A0378398A297FD5', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_4A44C02B866DAB5B3C43687D3878CBA2BB26CA34F772E739CFCB77D5EADB75473231AB0950D0639E98184E3A4FFBF7438754F47A418DB42F98332E95D26FF24521BC1CDD01EDE1D97AE8182D892ABC64E07FAAD7E623ED99CF30DC10D3544405E99E2E9F37AE069C5D66C861B57D3399EB8204A87F9D44517B4FE6BC6FA0B940F298527B', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_23A0ABCC13EE35C269D96A0E64FBBF79F14C52A6527CE3EA0A2A7719ED63F5E3C0FAE4CE08F8FB90EAD4D1F9E48B0525F3C9BAA0B83E55A56619E1F1FF93012542AB723CE568C296071C0AB8A48AD63A1C12AC69E352C12C1B5E73037466576C1DA796370D407AE1D11F08D4BEDCD459CB77A66618D43045D043E840110F306530CB0CDF', '百度网盘': 'http://pan.baidu.com/s/1jI2VyRk'}"
15952,《思维导图应用宝典》,百度网盘密码：nr7w     天翼云盘密码：7795,"{'百度网盘密码': 'nr7w', '天翼云盘密码': '7795'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/2MFrYbbquiyq', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23243070-14ec8e/', '百度网盘': 'http://pan.baidu.com/s/1qYJi0Mg'}"
8945,《活着之上》,百度网盘密码：3d1n     ,{'百度网盘密码': '3d1n'},"{'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_BE90CF869F394A770EF76D73EADEFE496EB216E7F5350A130A9BFDDD2A7DCBE53DACF1666C824FF3EA22908832EDDB0BA1674DC557F5CDE2BC513E36EB9FE86E7ECE546A8780E1FEBA5CF8E2CB45841D6077648D0C64A01D608971892BAC1D9668BC4AA919EF8E4A4EAF3F5EA8E6B70D296136BFF5858DD5E664D871E847CFB1DCD81BDF', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_5E027CD4CE2A5C1E4726DA9882E5E5623F69F72BCC94F32D0EB7A6C910A96A15B162FF442F03354578BFBAB777A5A5956BD8FCFC464A0564FB57F77CD150CC35BBBFE1BC2C0D00F36B4AD86AEF0F6C4EE6E4512F8FA78E7CC53D27528268D412D6138F8E4C7C09E414E305DB7A59428868353BF69EFDC37B4D6D44D474BC5C66935BB521', '百度网盘': 'http://pan.baidu.com/s/1gf0vqnT'}"
17491,《纸人》,百度网盘密码：hden     天翼云盘密码：7401,"{'百度网盘密码': 'hden', '天翼云盘密码': '7401'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/jMNv2qRNJRBf', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-24011838-70c059/', '百度网盘': 'http://pan.baidu.com/s/1hr5Dx5q'}"
13656,《科学美国人：10年精选第一辑(套装共8册)》,百度网盘密码：5ztl     ,{'百度网盘密码': '5ztl'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500123578161&sk=98A6737B325C52C84D55218BF66D57AA&ufi=9152621524316922&token=cloud15&sig=4HpjPLy0O1yv3rAgvAthcMySdCo%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500123578145&sk=24578ED11A6242943B095C80BF002EEF&ufi=4149021521135673&token=cloud14&sig=hlLvdluncvQRxS1SwZxnZoYnhRE%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500123578153&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=3149121523659232&token=cloud4&sig=6cud1DZy53t27ApYnsbBMcKMc3M%3D', '百度网盘': 'http://pan.baidu.com/s/1jHBA1YA'}"
13028,《上帝与黄金：英国、美国与现代世界的形成》,百度网盘密码：mr66     ,{'百度网盘密码': 'mr66'},"{'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498947310320&sk=24578ED11A6242943B095C80BF002EEF&ufi=4152721487752428&token=cloud14&sig=Fiv2SOsWG0Uuql0UOx%2FLrojy6Z8%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498947310328&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=2152751493510592&token=cloud4&sig=e1MLpqBDzVmlP3VnF9O2139BVTY%3D', '百度网盘': 'http://pan.baidu.com/s/1dFgmhhB'}"
10222,《丰子恺自述:我这一生》,百度网盘密码：tr39     ,{'百度网盘密码': 'tr39'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498450704095&sk=6065D28083473231C78F3884E226D7DC&ufi=6138121329272178&token=cloud16&sig=HF%2FWgErw9%2FbLoQ%2F5%2Bm16dQJkmTU%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498450704072&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=6138121329272212&token=cloud4&sig=5qckhU8QpieuhGBfb5ViHVsMYlY%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498450704079&sk=98A6737B325C52C84D55218BF66D57AA&ufi=9147111344009842&token=cloud15&sig=KbVEuhWRidjU0Uua%2BTjghJL9KSA%3D', '百度网盘': 'http://pan.baidu.com/s/1bK9LE2'}"
13553,《子曰论语(套装共2册)》,百度网盘密码：83mv     ,{'百度网盘密码': '83mv'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500025923062&sk=98A6737B325C52C84D55218BF66D57AA&ufi=9149821522203142&token=cloud15&sig=1FBth53mAWxwyBH4bD04S791i8I%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500025923051&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=7147111523243389&token=cloud3&sig=JRiJvNbCdEKRNmsWMDWSAM62FIg%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500025923056&sk=24578ED11A6242943B095C80BF002EEF&ufi=7147111523243285&token=cloud14&sig=sVvnsBWUOIyFUoxHG%2By9XCUnV1s%3D', '百度网盘': 'http://pan.baidu.com/s/1pLwh1pD'}"
10082,《恶之花（梅尔滕斯插图本）》,百度网盘密码：0ulc     ,{'百度网盘密码': '0ulc'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498487084362&sk=6065D28083473231C78F3884E226D7DC&ufi=2152611338587107&token=cloud16&sig=%2BTQ2HilgO7FIF8fVrD%2B4%2BEqmuQQ%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498487084346&sk=24578ED11A6242943B095C80BF002EEF&ufi=6149121320964166&token=cloud14&sig=6m36MEG6vwOyaUw7dyVImHpIHxA%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498487084353&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=2152611338587223&token=cloud4&sig=dxxRIpSCeL758Qyl59IWxmqE6YA%3D', '百度网盘': 'http://pan.baidu.com/s/1o8c1UpO'}"
7836,《袁腾飞讲历史（全12册）》,百度网盘密码：93zr     ,{'百度网盘密码': '93zr'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1495460980256&sk=4aff370d-5993-4bbc-90bd-56f7c30d3c12_app&ufi=1152921458744050&token=cloud4&sig=hJUBDObKevPgEAWVQmW%2BeBuIWd0%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1495460980271&sk=4aff370d-5993-4bbc-90bd-56f7c30d3c12_app&ufi=5152951221516007&token=cloud14&sig=Go3PRO%2B48EKwirtlcOfb8kC1UfQ%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1495460980264&sk=4aff370d-5993-4bbc-90bd-56f7c30d3c12_app&ufi=1152921458743790&token=cloud4&sig=m2KHYtYJMk2eY2k9h1D1rdToOro%3D', '百度网盘': 'http://pan.baidu.com/s/1c2iTPlQ'}"
7033,《你的名字》,百度网盘密码：5lkr     ,{'百度网盘密码': '5lkr'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499764478350&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=6132351159736672&token=cloud3&sig=sqToKGnDTvRIi7G%2BW%2F2kEi3TF2A%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499764478329&sk=6065D28083473231C78F3884E226D7DC&ufi=1149821214375826&token=cloud16&sig=QevJuFOPDIFLRDdjvLc3VM8EWFU%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499764478339&sk=6065D28083473231C78F3884E226D7DC&ufi=1149821214375809&token=cloud16&sig=BUO1P2g16V0mdDSiMqt%2BrE%2BhGJY%3D', '百度网盘': 'http://pan.baidu.com/s/1o7ZiGPk'}"
16944,《山河之书（国家地理图文版）》,百度网盘密码：zk7y     天翼云盘密码：7404,"{'百度网盘密码': 'zk7y', '天翼云盘密码': '7404'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/RJ3uIjBRNZ3a', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23818849-8e9b46/', '百度网盘': 'http://pan.baidu.com/s/1qYuhbDq'}"
10636,《潘多拉之匣》,百度网盘密码：g2ce     ,{'百度网盘密码': 'g2ce'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499087505370&sk=6065D28083473231C78F3884E226D7DC&ufi=8135921371469335&token=cloud16&sig=955%2BuYRVnZeMgiU%2BT%2FbHKm4UNIg%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499087505347&sk=6065D28083473231C78F3884E226D7DC&ufi=8135921371469360&token=cloud16&sig=FD1slgq3FJp4M59dYrFMeoEBK6o%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499087505353&sk=6065D28083473231C78F3884E226D7DC&ufi=8135951371526259&token=cloud16&sig=RFSshvaNLWwMJvD8paKezXiFSOg%3D', '百度网盘': 'http://pan.baidu.com/s/1kVc8TGN'}"
12657,《领导力系列合集(套装全6册)》,百度网盘密码：jqg6     ,{'百度网盘密码': 'jqg6'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498270237032&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=7149821476330264&token=cloud3&sig=A%2F80Z4FK0cuioeXgUZnKUl6E0OE%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498270237026&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=3149121476047156&token=cloud3&sig=b9aP2%2BcObct4I%2FvFMa98743qZEY%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498270237039&sk=24578ED11A6242943B095C80BF002EEF&ufi=7149821476330176&token=cloud14&sig=KA18QcQS65g7%2Bxw%2Fd8nv0ujeba8%3D', '百度网盘': 'http://pan.baidu.com/s/1kV9fKDh'}"
12075,《潜流:对狭隘民族主义的批判与反思》,百度网盘密码：7rki     ,{'百度网盘密码': '7rki'},"{'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500007936226&sk=6065D28083473231C78F3884E226D7DC&ufi=3147111440619314&token=cloud16&sig=apcn3cxHyIol1xKSJBZ02vSOhLA%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500007936215&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=4149821438308464&token=cloud4&sig=ZBWhQPu6X9PnJNMyT%2BRzU9xlhBY%3D', '百度网盘': 'http://pan.baidu.com/s/1gfkQCJh'}"
9157,《秘密调查师Ⅰ:黄雀》,百度网盘密码：6a0l     天翼云盘密码：4984,"{'百度网盘密码': '6a0l', '天翼云盘密码': '4984'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/IjYRfqIjqeMj', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_C48B7B44F7595606CF31CDCA0501C2CEDE1DB0C8324301D0F0C97863BE99EA3BA9929DAF91A65AD0AE8102E80873EF089BCF80FF79000AC5B25AC1F8405B55A1AAE51C1945EEBF4CB55F6502DADF9153D95F63F6E40B6E449D9B6FDEBDDEC85DD3FF8BC39C1210C8C8BD688819A790E8479D1D927E8302A20B677AB906345E0A179D3D3C', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_B22431D77F867A9A08E4B0BCAB412897696EEEFD9B277C6C8049F3047C121985E92BD7C2D510B62DC3988F3BEC07AD722E930614B27D15E36492396F9CE4852F4FBBDA79C63BF30473B2B98068D69A5FF879229F4EB902EAF6A58FD94E6FA782C5C78F6FD207D0B0B3337D864A3B738FDBEB58A6D1C59511A92082EB1DF66FD50220DDCD', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_021F975E3E9E6108997F5E12191E6E8B7D236EA0938C5FE73E401BE03D88581ED38B46B47453EB4C6135932A444AF1B8D10671E6605A85919A53A128F2E742E2D28E732A71841D4A51C17ED7E6A0DCBABC4CE6A3286A7364C1BCD6BCE46EEA0A00901F396E6526E7A1883884200F149A255E3976A24A924ACB37C31577781BA217F34AB5', '百度网盘': 'http://pan.baidu.com/s/1qYwF0Pe'}"
10148,《我是传奇》,百度网盘密码：cise     ,{'百度网盘密码': 'cise'},"{'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498485404041&sk=24578ED11A6242943B095C80BF002EEF&ufi=1149721638539620&token=cloud14&sig=H3TOnnHFcQ8KnLMCl9J7JDkv2yk%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498485404052&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=3149751342106460&token=cloud3&sig=XLYGkFHm9SJfCOzG5yUkA5CGzw8%3D', '百度网盘': 'http://pan.baidu.com/s/1miFfG7I'}"
10824,《科雷马故事》,百度网盘密码：61r3     ,{'百度网盘密码': '61r3'},"{'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499429968752&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4149121373865619&token=cloud15&sig=VRpAyiULeaqbbqVhxWKAs2B86o8%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499429968831&sk=98A6737B325C52C84D55218BF66D57AA&ufi=1145921676696593&token=cloud15&sig=KgmPGIH1Czj0X37fNCcUlPYECG4%3D', '百度网盘': 'http://pan.baidu.com/s/1bUKbW6'}"
11215,《中国戏剧史》,百度网盘密码：3fk4     ,{'百度网盘密码': '3fk4'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499019922554&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4149821401852765&token=cloud15&sig=fWI4gneEU8JRpOCGx2ZKrQAX4mA%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499019922574&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=1149021702679200&token=cloud4&sig=IOTDawFoxlKoG%2FOFtnbyfxs%2FECQ%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499019922579&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=1149021702678977&token=cloud4&sig=VyPndsfWCTsZFcBl8yt0KdzQaoA%3D', '百度网盘': 'http://pan.baidu.com/s/1eSacrei'}"
8823,《冒牌知县》,百度网盘密码：x484     天翼云盘密码：6403,"{'百度网盘密码': 'x484', '天翼云盘密码': '6403'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/Ez2aq2NnmYBz', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_D8524E604C139FCF1FF58D5AEB71CBF890832F70469F115FB7096B97C474E765F46F67449AD672B8BC9FDAC912610C1E22C68B0E6B212347F436253B53BADAF8D7DBCD9492BE044F038122882AD9A9B647FEB29020DE47495A1AEF3713080C99203339E6EC3242EFE6D69166013364636B842F6F9DA94977BBB10EE82B47964E226760DD', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_84C003092C18431521A7A240A9DE37A909C7120E63685D92EEA1B8852453E67748C63A1FEDA5754F76A62848ADF97E2546BFD01CAAF8C0440D55E2D72FA0F27DD83AFF35578DE17A31F2826E5DCF2825F1E9029E9FDD6036ADE3E3B76F41AA8144D0E8957FDFF33B04A0D70BC855B807CC596D15711AF0C3ABA38D0230B289D9D377A6B1', '百度网盘': 'http://pan.baidu.com/s/1bJRSPC'}"
